JobTitle,BasePay,OvertimePay,OtherPay,Benefits,TotalPay,TotalPayBenefits,Status_Binary
Registered Nurse,110666.49,12778.68,16876.71,33898.32,140321.88,174220.2,1
Registered Nurse,113146.88,5312.87,17397.79,38340.64,135857.54,174198.18,1
Registered Nurse,129115.01,743.7,250.0,44025.07,130108.71,174133.78,0
Registered Nurse,122445.02,5046.92,5215.7,41355.24,132707.64,174062.88,1
Registered Nurse,129620.3,0.0,250.0,44135.93,129870.3,174006.23,0
Registered Nurse,126992.97,692.41,2153.93,43994.2,129839.31,173833.51,1
Public Health Nurse,129115.0,0.0,542.1,44093.2,129657.1,173750.3,0
Registered Nurse,111495.08,6764.37,18494.43,36898.6,136753.88,173652.48,1
Registered Nurse,129326.9,0.0,250.0,44071.56,129576.9,173648.46,0
Registered Nurse,117001.99,12017.25,5292.56,39309.08,134311.8,173620.88,1
Registered Nurse,120515.33,1336.48,8758.8,42917.09,130610.61,173527.7,0
Registered Nurse,125833.51,0.0,3022.02,44615.85,128855.53,173471.38,0
Registered Nurse,117813.1,7838.82,7909.81,39861.01,133561.73,173422.74,1
Registered Nurse,129115.05,0.0,250.0,44030.65,129365.05,173395.7,0
Registered Nurse,129115.02,0.0,250.0,44025.07,129365.02,173390.09,0
Registered Nurse,109741.67,9501.73,16456.56,37672.26,135699.96,173372.22,1
Registered Nurse,113554.37,1324.58,19744.52,38747.46,134623.47,173370.93,1
Registered Nurse,129339.46,0.0,710.16,43303.41,130049.62,173353.03,0
Registered Nurse,116742.84,13175.94,4512.62,38903.01,134431.4,173334.41,1
Registered Nurse,109851.94,5320.48,18052.82,40078.59,133225.24,173303.83,1
Registered Nurse,118277.92,2546.15,10532.65,41937.96,131356.72,173294.68,1
Registered Nurse,123924.64,9138.71,1080.49,39072.69,134143.84,173216.53,0
Registered Nurse,108737.19,9958.63,18801.36,35623.18,137497.18,173120.36,1
Nurse Practitioner,124814.7,3444.22,5105.7,39752.94,133364.62,173117.56,1
Registered Nurse,114908.9,2628.95,17282.21,38200.32,134820.06,173020.38,1
Registered Nurse,107153.93,7543.61,16131.69,42057.83,130829.23,172887.06,1
Registered Nurse,125260.0,279.58,2597.96,44742.48,128137.54,172880.02,0
Registered Nurse,127533.76,282.22,1247.22,43720.74,129063.2,172783.94,0
Registered Nurse,111113.26,5506.27,12359.25,43800.11,128978.78,172778.89,0
Registered Nurse,129115.0,6716.25,1874.38,35066.68,137705.63,172772.31,0
Registered Nurse,115055.73,8207.16,9068.29,40378.46,132331.18,172709.64,1
Registered Nurse,113087.09,7043.42,11602.48,40958.51,131732.99,172691.5,1
Registered Nurse,113170.4,0.0,16930.6,42545.17,130101.0,172646.17,1
Registered Nurse,113744.1,4612.67,12256.58,41976.35,130613.35,172589.7,0
Registered Nurse,121300.96,0.0,7455.14,43751.44,128756.1,172507.54,0
Registered Nurse,128133.06,0.0,1527.17,42788.85,129660.23,172449.08,1
Registered Nurse,106529.79,9011.4,17007.68,39822.17,132548.87,172371.04,1
Registered Nurse,99637.98,6165.02,29618.38,36830.8,135421.38,172252.18,1
Registered Nurse,109395.4,4353.34,15843.15,42612.81,129591.89,172204.7,0
Registered Nurse,111169.6,8473.4,15640.58,36875.71,135283.58,172159.29,1
Registered Nurse,120440.8,335.93,10065.29,41211.32,130842.02,172053.34,1
Registered Nurse,105042.12,10176.9,17013.03,39806.74,132232.05,172038.79,1
Registered Nurse,120214.03,0.0,8264.0,43556.65,128478.03,172034.68,0
Registered Nurse,106600.17,6920.89,17834.31,40578.77,131355.37,171934.14,1
Public Health Nurse,123787.2,0.0,5577.4,42530.59,129364.6,171895.19,1
Registered Nurse,122686.78,5952.46,10671.98,32520.44,139311.22,171831.66,1
Registered Nurse,126798.81,715.78,1907.8,42400.54,129422.39,171822.93,0
Registered Nurse,127687.89,77.25,764.33,43226.06,128529.47,171755.53,0
Registered Nurse,117240.76,5317.2,16857.7,32339.71,139415.66,171755.37,1
Registered Nurse,109029.68,1189.13,18140.86,43351.87,128359.67,171711.54,1
Registered Nurse,115174.14,7851.43,7704.23,40966.96,130729.8,171696.76,1
Registered Nurse,128645.47,0.0,0.0,43014.13,128645.47,171659.6,0
Registered Nurse,120108.57,6279.3,3090.29,42144.69,129478.16,171622.85,0
Registered Nurse,124022.75,6579.5,2662.73,38354.46,133264.98,171619.44,0
Registered Nurse,114501.37,11806.54,8540.74,36693.74,134848.65,171542.39,1
Registered Nurse,119535.9,10956.3,7550.16,33492.42,138042.36,171534.78,1
Public Health Nurse,125026.51,0.0,1776.35,44657.92,126802.86,171460.78,0
Registered Nurse,131895.61,3016.69,1573.03,34910.93,136485.33,171396.26,0
Registered Nurse,125260.0,1457.4,419.53,44173.23,127136.93,171310.16,0
Registered Nurse,125704.6,0.0,2533.29,43057.31,128237.89,171295.2,0
Registered Nurse,119533.3,1307.48,10199.89,40229.11,131040.67,171269.78,1
Registered Nurse,123650.3,1053.23,2574.88,43939.26,127278.41,171217.67,0
Registered Nurse,117039.21,9888.55,10947.66,33310.61,137875.42,171186.03,1
Registered Nurse,112446.62,2663.99,14743.14,41322.11,129853.75,171175.86,1
Registered Nurse,108232.68,3093.02,17605.97,42200.82,128931.67,171132.49,1
Registered Nurse,110331.87,1482.29,17519.45,41763.81,129333.61,171097.42,1
Registered Nurse,127276.82,854.85,250.0,42204.2,128381.67,170585.87,1
Registered Nurse,110247.22,5461.15,12727.25,42001.43,128435.62,170437.05,1
Registered Nurse,117715.15,7217.59,8557.25,36892.13,133489.99,170382.12,1
Registered Nurse,118845.51,7280.66,7845.14,36388.59,133971.31,170359.9,1
Registered Nurse,136756.92,0.0,250.0,33324.96,137006.92,170331.88,0
Special Nurse,135967.65,11778.63,22558.0,0.0,170304.28,170304.28,1
Registered Nurse,115470.96,7634.57,7613.42,39582.73,130718.95,170301.68,1
Registered Nurse,108582.52,6180.28,14742.98,40777.04,129505.78,170282.82,1
Registered Nurse,111593.71,7628.62,12980.29,38032.07,132202.62,170234.69,1
Registered Nurse,117619.33,11018.44,9118.08,32439.46,137755.85,170195.31,1
Registered Nurse,108085.66,3788.77,16342.27,41926.83,128216.7,170143.53,1
Registered Nurse,108168.28,4938.06,15474.97,41560.79,128581.31,170142.1,1
Registered Nurse,125849.0,6583.2,1595.47,36074.04,134027.67,170101.71,0
Registered Nurse,117967.02,7802.45,5203.95,39019.23,130973.42,169992.65,1
Registered Nurse,127104.42,0.0,250.0,42621.22,127354.42,169975.64,0
Registered Nurse,114011.63,8642.43,7119.0,40183.02,129773.06,169956.08,1
Registered Nurse,127506.32,0.0,250.0,42180.17,127756.32,169936.49,1
Registered Nurse,120147.19,477.05,7688.31,41619.15,128312.55,169931.7,1
Registered Nurse,104672.96,7210.95,17578.45,40452.37,129462.36,169914.73,1
Nurse Manager,96859.2,0.0,45618.19,27417.7,142477.39,169895.09,1
Registered Nurse,117177.45,1449.32,9840.6,41398.37,128467.37,169865.74,1
Registered Nurse,120113.52,1307.13,5550.22,42850.38,126970.87,169821.25,0
Nurse Practitioner,134609.47,0.0,2127.95,33044.93,136737.42,169782.35,1
Registered Nurse,113995.45,9465.04,6849.22,39471.73,130309.71,169781.44,1
Registered Nurse,119906.9,0.0,10574.27,39207.52,130481.17,169688.69,0
Registered Nurse,113563.58,4993.92,10417.46,40709.22,128974.96,169684.18,1
Registered Nurse,124938.03,541.12,975.59,43220.24,126454.74,169674.98,0
Registered Nurse,105217.8,11167.5,16736.59,36440.96,133121.89,169562.85,1
Registered Nurse,113893.39,8684.2,7184.64,39644.49,129762.23,169406.72,1
Registered Nurse,117748.73,6982.47,5524.74,39114.18,130255.94,169370.12,1
Public Health Nurse,121509.01,0.0,3568.96,44269.91,125077.97,169347.88,0
Registered Nurse,114855.48,9512.68,4696.36,40191.58,129064.52,169256.1,1
Registered Nurse,101025.81,32424.87,2293.68,33382.78,135744.36,169127.14,1
Registered Nurse,119096.86,7331.43,5050.99,37646.15,131479.28,169125.43,1
Registered Nurse,105025.33,6689.68,20795.77,36605.66,132510.78,169116.44,1
Special Nurse,133795.05,11279.4,22342.15,1674.17,167416.6,169090.77,1
Registered Nurse,115235.64,6262.75,18329.99,29214.45,139828.38,169042.83,1
Registered Nurse,116948.62,8974.34,5066.34,38049.32,130989.3,169038.62,1
Registered Nurse,114318.78,10040.96,4659.84,39931.68,129019.58,168951.26,1
Registered Nurse,111058.46,9912.48,7338.76,40573.01,128309.7,168882.71,1
Registered Nurse,115553.03,5342.37,15482.92,32500.72,136378.32,168879.04,1
Registered Nurse,115990.44,13688.71,6044.76,33072.99,135723.91,168796.9,1
Registered Nurse,108903.61,8067.42,15558.45,36164.15,132529.48,168693.63,1
Registered Nurse,118673.3,3499.62,5179.21,41214.8,127352.13,168566.93,1
Registered Nurse,114313.8,10970.38,6405.62,36832.68,131689.8,168522.48,1
Registered Nurse,111678.04,4916.53,12079.85,39786.42,128674.42,168460.84,1
Registered Nurse,119314.85,1875.04,8309.64,38923.5,129499.53,168423.03,1
Registered Nurse,116689.3,11993.96,8899.91,30826.41,137583.17,168409.58,1
Registered Nurse,117007.47,1987.71,8849.57,40533.18,127844.75,168377.93,1
Licensed Vocational Nurse,73134.0,58061.97,6045.7,31109.3,137241.67,168350.97,0
Registered Nurse,122364.8,0.0,1909.93,44073.38,124274.73,168348.11,0
Registered Nurse,117646.93,5854.91,5556.69,39256.46,129058.53,168314.99,1
Registered Nurse,114258.98,8872.08,5455.4,39703.16,128586.46,168289.62,1
Registered Nurse,116143.66,6872.5,5290.98,39971.8,128307.14,168278.94,1
Registered Nurse,115713.72,5445.7,6270.34,40741.12,127429.76,168170.88,1
Registered Nurse,117405.74,9646.71,4917.37,36175.56,131969.82,168145.38,1
Nurse Practitioner,127301.19,0.0,1450.0,39362.7,128751.19,168113.89,1
Registered Nurse,115553.27,5933.69,7537.89,39072.45,129024.85,168097.3,1
Registered Nurse,105299.64,5578.76,16792.79,40347.08,127671.19,168018.27,1
Registered Nurse,116515.72,2226.93,9177.59,40096.76,127920.24,168017.0,1
Registered Nurse,116996.1,4840.61,5618.17,40523.99,127454.88,167978.87,1
Registered Nurse,120281.11,0.0,6253.37,41417.06,126534.48,167951.54,0
Registered Nurse,109045.77,12385.51,15879.79,30486.18,137311.07,167797.25,1
Registered Nurse,117748.58,2824.0,8804.6,38405.76,129377.18,167782.94,1
Registered Nurse,122541.72,4082.75,5538.05,35566.85,132162.52,167729.37,1
Registered Nurse,103619.57,6340.57,17372.06,40316.05,127332.2,167648.25,1
Registered Nurse,110940.91,8183.96,19207.1,29002.76,138331.97,167334.73,1
Registered Nurse,106853.28,5691.86,13340.64,41443.2,125885.78,167328.98,1
Registered Nurse,119546.92,4780.46,2407.42,40581.25,126734.8,167316.05,0
Registered Nurse,105370.92,9182.88,18056.56,34673.71,132610.36,167284.07,1
Special Nurse,130299.85,13740.91,21568.54,1656.12,165609.3,167265.42,1
Registered Nurse,117987.07,6302.8,7082.87,35873.53,131372.74,167246.27,0
Registered Nurse,117353.88,3124.88,4798.7,41942.93,125277.46,167220.39,1
Registered Nurse,120875.42,0.0,2526.69,43815.88,123402.11,167217.99,0
Registered Nurse,119511.08,1665.43,4851.73,41182.01,126028.24,167210.25,1
Nurse Manager,124485.06,0.0,6566.71,36147.6,131051.77,167199.37,1
Registered Nurse,125104.0,0.0,250.0,41841.52,125354.0,167195.52,0
Registered Nurse,121509.0,1137.34,2234.91,42304.28,124881.25,167185.53,0
Registered Nurse,105465.16,5320.07,17058.05,39292.03,127843.28,167135.31,1
Registered Nurse,116231.53,6330.34,8096.8,36446.83,130658.67,167105.5,1
Registered Nurse,115291.74,2342.3,7666.49,41767.6,125300.53,167068.13,0
Registered Nurse,106310.61,9834.42,17520.73,33342.96,133665.76,167008.72,1
Public Health Nurse,122883.24,0.0,296.71,43807.9,123179.95,166987.85,0
Registered Nurse,117726.21,0.0,5409.78,43818.55,123135.99,166954.54,0
Public Health Nurse,120878.16,0.0,4404.52,41653.83,125282.68,166936.51,1
Registered Nurse,116251.2,6787.5,1771.39,42094.34,124810.09,166904.43,0
Registered Nurse,117372.4,4702.41,7973.58,36851.14,130048.39,166899.53,1
Registered Nurse,114334.3,12744.29,543.9,39252.22,127622.49,166874.71,1
Nurse Practitioner,126586.65,0.0,250.0,39965.43,126836.65,166802.08,1
Registered Nurse,112476.99,11109.07,4609.01,38549.59,128195.07,166744.66,1
Registered Nurse,108064.94,10834.36,9941.32,37898.28,128840.62,166738.9,1
Registered Nurse,117365.38,4257.71,5168.84,39929.75,126791.93,166721.68,1
Registered Nurse,114936.28,7482.58,6835.09,37461.23,129253.95,166715.18,1
Registered Nurse,118640.04,1720.99,6671.06,39606.58,127032.09,166638.67,1
Registered Nurse,113948.73,8181.22,10306.45,34110.26,132436.4,166546.66,1
Registered Nurse,112157.2,2708.44,8663.2,43004.54,123528.84,166533.38,0
Registered Nurse,129115.01,0.0,250.0,37159.22,129365.01,166524.23,0
Registered Nurse,115738.02,9059.43,5292.46,36409.65,130089.91,166499.56,1
Registered Nurse,113481.24,10223.92,4489.46,38301.41,128194.62,166496.03,1
Registered Nurse,121733.1,0.0,1064.93,43595.49,122798.03,166393.52,0
Registered Nurse,111414.88,5827.16,9106.46,40006.63,126348.5,166355.13,1
Registered Nurse,117497.26,4317.44,5579.86,38942.84,127394.56,166337.4,1
Registered Nurse,116215.04,6058.88,9349.19,34618.16,131623.11,166241.27,1
Registered Nurse,105568.68,4072.11,15349.94,41066.95,124990.73,166057.68,1
Registered Nurse,123969.89,1838.08,3070.44,37170.23,128878.41,166048.64,0
Registered Nurse,115770.49,7603.36,10400.39,32261.68,133774.24,166035.92,1
Registered Nurse,115539.19,4633.98,5295.56,40562.72,125468.73,166031.45,1
Registered Nurse,111699.23,7615.13,8109.45,38541.39,127423.81,165965.2,1
Registered Nurse,114142.36,13687.19,250.0,37726.43,128079.55,165805.98,1
Registered Nurse,115937.29,437.81,6628.6,42653.83,123003.7,165657.53,0
Registered Nurse,114387.79,5861.4,7866.63,37495.2,128115.82,165611.02,1
Registered Nurse,115712.0,6799.07,1729.94,41368.07,124241.01,165609.08,0
Registered Nurse,97704.93,24256.68,16491.31,27130.76,138452.92,165583.68,1
Registered Nurse,106528.15,3603.09,17264.3,38067.92,127395.54,165463.46,1
Registered Nurse,114539.74,3752.65,6360.68,40708.65,124653.07,165361.72,1
Registered Nurse,121509.02,174.98,258.75,43348.87,121942.75,165291.62,0
Registered Nurse,107687.8,4536.29,13421.44,39591.18,125645.53,165236.71,1
Registered Nurse,113050.59,10792.99,7088.81,34278.02,130932.39,165210.41,1
Registered Nurse,117768.31,6171.45,1435.39,39746.9,125375.15,165122.05,0
Registered Nurse,108194.23,5407.97,15842.29,35643.77,129444.49,165088.26,1
Registered Nurse,123010.65,362.17,309.63,41381.62,123682.45,165064.07,1
Registered Nurse,112076.97,10693.1,7491.99,34791.66,130262.06,165053.72,1
Registered Nurse,111932.8,5343.63,7516.95,40246.89,124793.38,165040.27,0
Registered Nurse,120988.42,0.0,1805.15,42212.79,122793.57,165006.36,0
Registered Nurse,116613.55,1209.24,6661.23,40503.7,124484.02,164987.72,1
Public Health Nurse,118924.15,0.0,4509.11,41492.15,123433.26,164925.41,1
Registered Nurse,120146.34,1746.53,2321.96,40685.64,124214.83,164900.47,1
Special Nurse,135329.94,5483.24,22446.62,1632.63,163259.8,164892.43,1
Registered Nurse,115548.79,4748.99,4191.14,40326.08,124488.92,164815.0,1
Registered Nurse,109111.72,6424.48,13328.46,35945.07,128864.66,164809.73,0
Registered Nurse,112685.29,6921.98,7893.74,37291.73,127501.01,164792.74,1
Registered Nurse,109373.9,602.25,11574.58,43208.93,121550.73,164759.66,0
Registered Nurse,116368.9,2677.33,7349.61,38362.37,126395.84,164758.21,1
Registered Nurse,114697.02,5809.74,4969.84,39255.7,125476.6,164732.3,1
Registered Nurse,114293.0,10433.22,7698.9,32304.05,132425.12,164729.17,1
Registered Nurse,119181.65,0.0,3283.12,42238.68,122464.77,164703.45,0
Registered Nurse,114055.18,9257.5,9655.85,31734.14,132968.53,164702.67,1
Registered Nurse,108283.84,2451.76,15296.51,38620.23,126032.11,164652.34,1
Registered Nurse,116664.33,12017.25,5638.99,30330.31,134320.57,164650.88,1
Registered Nurse,79447.7,8873.84,48775.53,27473.78,137097.07,164570.85,1
Registered Nurse,117930.96,5699.49,5501.63,35423.7,129132.08,164555.78,1
Registered Nurse,104153.29,5199.95,15315.33,39863.25,124668.57,164531.82,1
Registered Nurse,103119.34,7159.45,13828.21,40418.69,124107.0,164525.69,1
Registered Nurse,120687.03,271.21,321.71,43160.42,121279.95,164440.37,0
Registered Nurse,115477.94,4123.51,4426.22,40369.18,124027.67,164396.85,1
Registered Nurse,111919.95,8917.42,3996.51,39437.26,124833.88,164271.14,1
Registered Nurse,111806.67,9121.71,4452.79,38889.7,125381.17,164270.87,1
Registered Nurse,113976.46,5809.74,4714.65,39694.03,124500.85,164194.88,1
Registered Nurse,110073.59,12496.99,5681.63,35902.54,128252.21,164154.75,1
Registered Nurse,121509.0,0.0,1088.08,41555.2,122597.08,164152.28,0
Registered Nurse,102808.75,8700.03,16591.29,35988.14,128100.07,164088.21,1
Registered Nurse,113749.06,10815.57,4700.03,34815.26,129264.66,164079.92,1
Registered Nurse,100738.18,4258.2,21535.37,37476.49,126531.75,164008.24,1
Registered Nurse,118190.09,5211.23,2729.6,37830.39,126130.92,163961.31,1
Registered Nurse,111555.35,8245.89,6406.15,37748.42,126207.39,163955.81,1
Registered Nurse,106615.01,3531.17,15846.15,37938.94,125992.33,163931.27,1
Registered Nurse,115510.21,2418.48,5417.96,40580.39,123346.65,163927.04,1
Registered Nurse,115017.69,5753.24,5402.25,37739.22,126173.18,163912.4,1
Registered Nurse,115064.42,3977.04,4475.04,40221.59,123516.5,163738.09,1
Registered Nurse,111556.56,12829.11,6961.73,32350.54,131347.4,163697.94,1
Registered Nurse,113096.86,10405.79,3909.72,36239.08,127412.37,163651.45,1
Registered Nurse,113634.54,4029.98,5781.01,40146.16,123445.53,163591.69,1
Registered Nurse,115828.32,2247.32,5132.03,40383.47,123207.67,163591.14,1
Registered Nurse,110484.08,8945.83,5192.61,38959.14,124622.52,163581.66,1
Registered Nurse,116354.76,1152.74,5232.0,40828.86,122739.5,163568.36,1
Registered Nurse,123200.01,0.0,1745.58,38559.46,124945.59,163505.05,0
Registered Nurse,112323.02,6280.28,5188.92,39682.99,123792.22,163475.21,1
Nurse Practitioner,121160.47,0.0,725.0,41393.61,121885.47,163279.08,1
Registered Nurse,113258.8,5311.07,7699.51,36912.94,126269.38,163182.32,1
Registered Nurse,117780.47,1377.51,9092.59,34916.28,128250.57,163166.85,1
Registered Nurse,111199.6,5216.33,5845.43,40834.96,122261.36,163096.32,0
Registered Nurse,116251.2,5515.27,3080.95,38235.63,124847.42,163083.05,0
Registered Nurse,116591.04,7606.53,6003.78,32851.35,130201.35,163052.7,1
Registered Nurse,105465.09,2824.1,15439.64,39227.32,123728.83,162956.15,1
Registered Nurse,101966.89,7405.09,15477.39,38066.02,124849.37,162915.39,1
Registered Nurse,103166.47,7384.38,12429.18,39913.61,122980.03,162893.64,1
Registered Nurse,120928.49,0.0,946.65,41007.11,121875.14,162882.25,1
Registered Nurse,112170.4,6482.7,2414.65,41775.85,121067.75,162843.6,0
Registered Nurse,115899.78,6660.17,8537.26,31713.12,131097.21,162810.33,1
Registered Nurse,105959.39,12670.54,14791.3,29218.45,133421.23,162639.68,1
Registered Nurse,114558.12,0.0,9572.12,38471.97,124130.24,162602.21,0
Registered Nurse,104226.05,9219.1,11068.03,38062.35,124513.18,162575.53,1
Registered Nurse,112237.32,6312.83,4472.72,39519.06,123022.87,162541.93,1
Registered Nurse,111821.33,4957.77,7003.91,38751.12,123783.01,162534.13,1
Registered Nurse,105901.49,2378.26,15092.28,39086.27,123372.03,162458.3,1
Registered Nurse,113941.3,108.81,13513.48,34744.38,127563.59,162307.97,1
Registered Nurse,113265.4,6832.56,5059.26,37045.29,125157.22,162202.51,1
Registered Nurse,108162.15,10281.51,4967.13,38741.05,123410.79,162151.84,1
Registered Nurse,112726.28,1226.44,8762.67,39328.86,122715.39,162044.25,1
Registered Nurse,119771.1,0.0,3176.61,39091.69,122947.71,162039.4,1
Registered Nurse,113138.21,4984.81,5079.67,38822.6,123202.69,162025.29,1
Registered Nurse,114141.9,0.0,7275.55,40551.93,121417.45,161969.38,1
Registered Nurse,107395.4,10222.82,16414.08,27844.83,134032.3,161877.13,1
Registered Nurse,112116.81,6804.01,4186.58,38749.93,123107.4,161857.33,1
Public Health Nurse,118801.64,0.0,250.0,42798.35,119051.64,161849.99,0
Registered Nurse,109465.99,7832.07,8578.14,35972.1,125876.2,161848.3,1
Registered Nurse,115153.14,7195.27,7321.06,32103.12,129669.47,161772.59,1
Registered Nurse,109989.23,6010.03,7388.23,38342.79,123387.49,161730.28,1
Registered Nurse,110860.52,5559.71,5169.88,39996.34,121590.11,161586.45,1
Special Nurse,123460.0,16000.84,20404.78,1598.65,159865.62,161464.27,1
Registered Nurse,105224.13,3751.14,14379.61,38077.43,123354.88,161432.31,1
Registered Nurse,109960.08,7259.53,6548.26,37557.26,123767.87,161325.13,1
Registered Nurse,94998.61,7532.17,20271.3,38523.0,122802.08,161325.08,1
Registered Nurse,112155.12,8238.0,2617.58,38203.37,123010.7,161214.07,1
Registered Nurse,112732.12,4782.47,5196.01,38437.53,122710.6,161148.13,1
Registered Nurse,112305.24,462.16,8899.32,39455.37,121666.72,161122.09,1
Registered Nurse,112026.91,6446.62,11998.34,30455.3,130471.87,160927.17,1
Registered Nurse,110172.36,5269.24,5444.62,39995.26,120886.22,160881.48,1
Registered Nurse,118220.81,678.75,453.63,41522.25,119353.19,160875.44,0
Registered Nurse,107828.42,10229.51,5343.83,37465.74,123401.76,160867.5,1
Registered Nurse,96688.01,0.0,30917.0,33254.07,127605.01,160859.08,1
Registered Nurse,116679.79,1507.5,5483.33,37158.12,123670.62,160828.74,1
Registered Nurse,110180.47,9063.16,3266.89,38264.88,122510.52,160775.4,1
Registered Nurse,114652.01,4429.61,5194.16,36465.69,124275.78,160741.47,0
Registered Nurse,116583.53,2516.33,2637.03,38965.26,121736.89,160702.15,1
Registered Nurse,111130.47,9626.24,5158.56,34656.4,125915.27,160571.67,1
Registered Nurse,112598.38,4004.39,4985.44,38960.36,121588.21,160548.57,1
Registered Nurse,110715.33,12183.96,3993.51,33493.33,126892.8,160386.13,1
Registered Nurse,114952.12,5868.25,6018.7,33512.37,126839.07,160351.44,1
Registered Nurse,112240.57,3649.45,4726.85,39734.08,120616.87,160350.95,0
Registered Nurse,112734.0,0.0,6928.75,40676.66,119662.75,160339.41,1
Registered Nurse,120971.12,4706.4,3205.48,31430.94,128883.0,160313.94,1
Registered Nurse,106153.82,3408.24,12079.14,38615.01,121641.2,160256.21,1
Registered Nurse,112311.0,1173.2,6893.86,39771.28,120378.06,160149.34,1
Registered Nurse,111633.3,6223.41,2811.51,39462.12,120668.22,160130.34,0
Registered Nurse,106968.97,964.47,13822.5,38282.63,121755.94,160038.57,1
Registered Nurse,101361.5,9450.55,12520.31,36551.45,123332.36,159883.81,1
Registered Nurse,110257.32,2138.08,6856.38,40539.28,119251.78,159791.06,1
Registered Nurse,102031.38,5463.74,11503.45,40790.48,118998.57,159789.05,0
Registered Nurse,110513.92,5668.84,4695.31,38902.88,120878.07,159780.95,1
Registered Nurse,97927.22,6429.85,20117.08,35239.42,124474.15,159713.57,1
Registered Nurse,114383.52,7548.26,4162.06,33606.72,126093.84,159700.56,1
Registered Nurse,96991.29,9574.41,15820.38,37289.35,122386.08,159675.43,1
Registered Nurse,111465.55,4230.58,5234.95,38723.75,120931.08,159654.83,1
Registered Nurse,114563.55,87.49,4862.82,40088.62,119513.86,159602.48,0
Public Health Nurse,115759.81,0.0,1475.0,42360.18,117234.81,159594.99,0
Registered Nurse,102938.35,3908.31,17781.68,34828.8,124628.34,159457.14,1
Registered Nurse,97489.04,5298.47,24590.32,32026.45,127377.83,159404.28,1
Registered Nurse,108185.16,6515.75,6577.25,38036.0,121278.16,159314.16,1
Nurse Manager,107341.48,0.0,16754.15,35191.89,124095.63,159287.52,1
Registered Nurse,111978.87,1414.3,5193.52,40513.98,118586.69,159100.67,1
Registered Nurse,112734.0,0.0,6408.23,39897.69,119142.23,159039.92,1
Registered Nurse,112139.61,3994.31,2825.87,39899.67,118959.79,158859.46,0
Registered Nurse,116887.28,3919.47,8643.13,29406.4,129449.88,158856.28,1
Registered Nurse,108855.07,10074.56,5383.27,34436.78,124312.9,158749.68,1
Registered Nurse,108650.5,4605.77,5250.59,40132.08,118506.86,158638.94,1
Registered Nurse,112047.17,8504.37,5155.09,32925.57,125706.63,158632.2,1
Registered Nurse,110107.66,3661.0,4878.2,39911.54,118646.86,158558.4,1
Registered Nurse,115345.98,2401.26,4761.58,36020.37,122508.82,158529.19,1
Registered Nurse,107126.38,8603.48,5289.46,37501.64,121019.32,158520.96,1
Nursing Assistant,67948.01,54152.12,6334.44,30043.77,128434.57,158478.34,0
Registered Nurse,103197.48,8234.05,11482.68,35562.2,122914.21,158476.41,1
Registered Nurse,112354.49,2839.93,3393.33,39867.1,118587.75,158454.85,1
Registered Nurse,107961.0,6942.9,12579.83,30870.23,127483.73,158353.96,0
Registered Nurse,110030.49,5290.72,3792.94,39202.37,119114.15,158316.52,1
Registered Nurse,118436.7,1556.51,1258.44,37007.11,121251.65,158258.76,1
Registered Nurse,108432.29,6695.48,5245.07,37858.47,120372.84,158231.31,1
Registered Nurse,116251.2,659.85,250.0,41020.75,117161.05,158181.8,0
Registered Nurse,108792.6,2191.32,7004.04,40165.44,117987.96,158153.4,1
Registered Nurse,110408.1,5952.76,2847.35,38940.13,119208.21,158148.34,1
Registered Nurse,106093.92,7145.55,7365.95,37501.25,120605.42,158106.67,1
Public Health Nurse,115759.81,0.0,250.0,42061.86,116009.81,158071.67,0
Registered Nurse,115558.32,0.0,500.0,42013.07,116058.32,158071.39,0
Registered Nurse,110256.53,5748.75,1884.26,40180.69,117889.54,158070.23,0
Registered Nurse,110277.7,0.0,6724.14,41015.85,117001.84,158017.69,1
Registered Nurse,112384.55,2258.98,4964.97,38403.27,119608.5,158011.77,1
Registered Nurse,101184.03,4205.32,13303.98,39279.14,118693.33,157972.47,1
Registered Nurse,114901.24,0.0,979.08,42035.05,115880.32,157915.37,0
Registered Nurse,105618.61,3391.42,11173.75,37703.01,120183.78,157886.79,1
Registered Nurse,115695.05,496.17,4988.45,36609.39,121179.67,157789.06,1
Registered Nurse,111113.12,4846.16,5231.28,36539.32,121190.56,157729.88,1
Registered Nurse,117282.08,0.0,250.0,40098.85,117532.08,157630.93,0
Registered Nurse,94110.27,8299.28,19130.13,35993.42,121539.68,157533.1,1
Registered Nurse,105533.2,5167.06,9986.76,36623.26,120687.02,157310.28,1
Registered Nurse,90575.96,4251.2,29206.19,33186.89,124033.35,157220.24,1
Registered Nurse,116969.4,0.0,250.0,39901.71,117219.4,157121.11,0
Registered Nurse,100984.7,640.05,15171.46,40110.85,116796.21,156907.06,1
Registered Nurse,104186.53,5051.81,10960.75,36575.82,120199.09,156774.91,1
Registered Nurse,106609.09,6841.16,4448.74,38856.87,117898.99,156755.86,1
Nursing Assistant,67948.0,59031.54,874.0,28849.38,127853.54,156702.92,0
Registered Nurse,111007.26,4229.32,4017.67,37448.29,119254.25,156702.54,1
Registered Nurse,100327.76,4506.61,13222.24,38464.81,118056.61,156521.42,1
Registered Nurse,112869.11,1718.26,3647.0,38219.14,118234.37,156453.51,1
Registered Nurse,109715.54,1021.38,5344.83,40368.1,116081.75,156449.85,1
Registered Nurse,116082.0,4146.84,4536.08,31674.31,124764.92,156439.23,1
